micelle_formed,first_micelle_step,micelle_total_steps,micelle_total_time,micelle_max_lifetime_steps,micelle_max_lifetime_time,micelle_segments,final_cluster,final_state_type,dominant_state_type,dominant_cluster,experiment_id,n_robots,history_len,dt,position_mode,center_x,center_y,dish_diameter,radius,radius_std,domain_size,n_position_clusters,cluster_std,robot_diameter,min_center_distance,boundary_margin,max_position_attempts,velocity_mode,speed_mean,speed_std,heading_mean_deg,heading_noise_deg,acceleration_noise,angular_speed_mean,angular_speed_std,seed
True,0.0,317,31.700000000000003,285,28.5,5,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r250_v3.00_aligned_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,3.0,5.0,0.0,30.0,1.0,0.0,5.0,52
True,0.0,508,50.800000000000004,414,41.400000000000006,4,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r250_v3.00_aligned_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,3.0,5.0,0.0,30.0,1.0,0.0,5.0,53
True,0.0,377,37.7,165,16.5,16,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r250_v3.00_rotational_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,3.0,5.0,0.0,30.0,1.0,0.0,5.0,54
True,0.0,543,54.300000000000004,235,23.5,17,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r250_v3.00_rotational_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,3.0,5.0,0.0,30.0,1.0,0.0,5.0,55
True,0.0,400,40.0,237,23.700000000000003,11,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r250_v3.00_inward_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,3.0,5.0,0.0,30.0,1.0,0.0,5.0,56
True,0.0,600,60.0,600,60.0,1,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r250_v3.00_inward_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,3.0,5.0,0.0,30.0,1.0,0.0,5.0,57
True,0.0,550,55.0,505,50.5,7,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r250_v6.00_random_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,random,6.0,5.0,0.0,30.0,1.0,0.0,5.0,58
True,0.0,316,31.6,154,15.4,6,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r250_v6.00_random_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,random,6.0,5.0,0.0,30.0,1.0,0.0,5.0,59
True,0.0,383,38.300000000000004,174,17.400000000000002,11,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r250_v6.00_aligned_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,6.0,5.0,0.0,30.0,1.0,0.0,5.0,60
True,0.0,468,46.800000000000004,202,20.200000000000003,24,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r250_v6.00_aligned_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,6.0,5.0,0.0,30.0,1.0,0.0,5.0,61
True,0.0,517,51.7,288,28.8,4,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r250_v6.00_rotational_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,6.0,5.0,0.0,30.0,1.0,0.0,5.0,62
True,0.0,594,59.400000000000006,594,59.400000000000006,1,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r250_v6.00_rotational_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,6.0,5.0,0.0,30.0,1.0,0.0,5.0,63
True,0.0,599,59.900000000000006,523,52.300000000000004,2,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r250_v6.00_inward_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,6.0,5.0,0.0,30.0,1.0,0.0,5.0,64
True,0.0,543,54.300000000000004,278,27.8,4,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r250_v6.00_inward_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,250.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,6.0,5.0,0.0,30.0,1.0,0.0,5.0,65
True,0.0,504,50.400000000000006,175,17.5,13,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v1.00_random_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,random,1.0,5.0,0.0,30.0,1.0,0.0,5.0,66
True,0.0,311,31.1,310,31.0,2,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v1.00_random_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,random,1.0,5.0,0.0,30.0,1.0,0.0,5.0,67
True,0.0,565,56.5,238,23.8,12,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r350_v1.00_aligned_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,1.0,5.0,0.0,30.0,1.0,0.0,5.0,68
True,0.0,351,35.1,330,33.0,6,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v1.00_aligned_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,1.0,5.0,0.0,30.0,1.0,0.0,5.0,69
True,0.0,561,56.1,504,50.400000000000006,5,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r350_v1.00_rotational_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,1.0,5.0,0.0,30.0,1.0,0.0,5.0,70
True,0.0,341,34.1,328,32.800000000000004,4,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v1.00_rotational_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,1.0,5.0,0.0,30.0,1.0,0.0,5.0,71
True,0.0,517,51.7,243,24.3,8,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v1.00_inward_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,1.0,5.0,0.0,30.0,1.0,0.0,5.0,72
True,0.0,508,50.800000000000004,188,18.8,16,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r350_v1.00_inward_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,1.0,5.0,0.0,30.0,1.0,0.0,5.0,73
True,0.0,448,44.800000000000004,152,15.200000000000001,28,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r350_v3.00_random_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,random,3.0,5.0,0.0,30.0,1.0,0.0,5.0,74
True,0.0,524,52.400000000000006,185,18.5,15,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r350_v3.00_random_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,random,3.0,5.0,0.0,30.0,1.0,0.0,5.0,75
True,0.0,314,31.400000000000002,125,12.5,15,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v3.00_aligned_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,3.0,5.0,0.0,30.0,1.0,0.0,5.0,76
True,0.0,184,18.400000000000002,170,17.0,8,3,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),3,synthetic_r350_v3.00_aligned_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,3.0,5.0,0.0,30.0,1.0,0.0,5.0,77
True,0.0,53,5.300000000000001,45,4.5,3,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r350_v3.00_rotational_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,3.0,5.0,0.0,30.0,1.0,0.0,5.0,78
True,0.0,229,22.900000000000002,223,22.3,2,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r350_v3.00_rotational_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,3.0,5.0,0.0,30.0,1.0,0.0,5.0,79
True,0.0,396,39.6,231,23.1,6,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v3.00_inward_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,3.0,5.0,0.0,30.0,1.0,0.0,5.0,80
True,0.0,309,30.900000000000002,160,16.0,6,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v3.00_inward_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,3.0,5.0,0.0,30.0,1.0,0.0,5.0,81
True,0.0,446,44.6,424,42.400000000000006,3,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v6.00_random_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,random,6.0,5.0,0.0,30.0,1.0,0.0,5.0,82
True,0.0,474,47.400000000000006,267,26.700000000000003,14,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v6.00_random_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,random,6.0,5.0,0.0,30.0,1.0,0.0,5.0,83
True,0.0,419,41.900000000000006,207,20.700000000000003,7,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v6.00_aligned_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,6.0,5.0,0.0,30.0,1.0,0.0,5.0,84
True,0.0,311,31.1,294,29.400000000000002,5,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v6.00_aligned_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,6.0,5.0,0.0,30.0,1.0,0.0,5.0,85
True,0.0,514,51.400000000000006,167,16.7,6,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v6.00_rotational_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,6.0,5.0,0.0,30.0,1.0,0.0,5.0,86
True,0.0,201,20.1,193,19.3,3,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r350_v6.00_rotational_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,6.0,5.0,0.0,30.0,1.0,0.0,5.0,87
True,0.0,588,58.800000000000004,583,58.300000000000004,2,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r350_v6.00_inward_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,6.0,5.0,0.0,30.0,1.0,0.0,5.0,88
True,0.0,562,56.2,401,40.1,5,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r350_v6.00_inward_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,350.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,6.0,5.0,0.0,30.0,1.0,0.0,5.0,89
True,64.0,23,2.3000000000000003,9,0.9,3,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v1.00_random_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,random,1.0,5.0,0.0,30.0,1.0,0.0,5.0,90
True,44.0,234,23.400000000000002,156,15.600000000000001,10,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),0,synthetic_r470_v1.00_random_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,random,1.0,5.0,0.0,30.0,1.0,0.0,5.0,91
True,41.0,273,27.3,207,20.700000000000003,34,3,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),3,synthetic_r470_v1.00_aligned_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,1.0,5.0,0.0,30.0,1.0,0.0,5.0,92
True,33.0,106,10.600000000000001,47,4.7,12,3,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),3,synthetic_r470_v1.00_aligned_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,1.0,5.0,0.0,30.0,1.0,0.0,5.0,93
True,25.0,295,29.5,294,29.400000000000002,2,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r470_v1.00_rotational_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,1.0,5.0,0.0,30.0,1.0,0.0,5.0,94
True,370.0,198,19.8,83,8.3,16,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v1.00_rotational_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,1.0,5.0,0.0,30.0,1.0,0.0,5.0,95
True,20.0,382,38.2,264,26.400000000000002,6,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r470_v1.00_inward_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,1.0,5.0,0.0,30.0,1.0,0.0,5.0,96
True,18.0,533,53.300000000000004,460,46.0,4,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r470_v1.00_inward_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,1.0,5.0,0.0,30.0,1.0,0.0,5.0,97
False,,0,0.0,0,0.0,0,3,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v3.00_random_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,random,3.0,5.0,0.0,30.0,1.0,0.0,5.0,98
True,22.0,497,49.7,417,41.7,5,2,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r470_v3.00_random_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,random,3.0,5.0,0.0,30.0,1.0,0.0,5.0,99
True,41.0,289,28.900000000000002,104,10.4,19,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r470_v3.00_aligned_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,3.0,5.0,0.0,30.0,1.0,0.0,5.0,100
True,29.0,151,15.100000000000001,73,7.300000000000001,5,3,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),3,synthetic_r470_v3.00_aligned_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,3.0,5.0,0.0,30.0,1.0,0.0,5.0,101
False,,0,0.0,0,0.0,0,3,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v3.00_rotational_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,3.0,5.0,0.0,30.0,1.0,0.0,5.0,102
True,163.0,234,23.400000000000002,213,21.3,5,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v3.00_rotational_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,3.0,5.0,0.0,30.0,1.0,0.0,5.0,103
True,20.0,535,53.5,236,23.6,12,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r470_v3.00_inward_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,3.0,5.0,0.0,30.0,1.0,0.0,5.0,104
True,19.0,563,56.300000000000004,297,29.700000000000003,11,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r470_v3.00_inward_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,3.0,5.0,0.0,30.0,1.0,0.0,5.0,105
True,32.0,9,0.9,9,0.9,1,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v6.00_random_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,random,6.0,5.0,0.0,30.0,1.0,0.0,5.0,106
False,,0,0.0,0,0.0,0,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v6.00_random_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,random,6.0,5.0,0.0,30.0,1.0,0.0,5.0,107
True,23.0,265,26.5,115,11.5,21,3,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),3,synthetic_r470_v6.00_aligned_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,6.0,5.0,0.0,30.0,1.0,0.0,5.0,108
True,32.0,276,27.6,273,27.3,2,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v6.00_aligned_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,aligned,6.0,5.0,0.0,30.0,1.0,0.0,5.0,109
True,30.0,272,27.200000000000003,271,27.1,2,2,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v6.00_rotational_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,6.0,5.0,0.0,30.0,1.0,0.0,5.0,110
False,,0,0.0,0,0.0,0,3,Sparse Distribution (Разреженное),Sparse Distribution (Разреженное),2,synthetic_r470_v6.00_rotational_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,rotational,6.0,5.0,0.0,30.0,1.0,0.0,5.0,111
True,17.0,578,57.800000000000004,324,32.4,5,0,Regular Structure (Мицелла),Regular Structure (Мицелла),0,synthetic_r470_v6.00_inward_rep0,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,6.0,5.0,0.0,30.0,1.0,0.0,5.0,112
True,17.0,404,40.400000000000006,247,24.700000000000003,8,3,Sparse Distribution (Разреженное),Regular Structure (Мицелла),0,synthetic_r470_v6.00_inward_rep1,50,4,0.1,disk,1000.0,500.0,1000.0,470.0,60.0,1000.0,3,80.0,60.0,,,30000,inward,6.0,5.0,0.0,30.0,1.0,0.0,5.0,113
